id,order_date,order_time,price,num_pizza,size_1,pizza_1,size_2,pizza_2,size_3,pizza_3,size_4,pizza_4,size_5,pizza_5
2015-000449,8-Jan-15,13:04:15,20.75,1,large,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000450,8-Jan-15,13:07:53,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000451,8-Jan-15,13:19:06,55.25,3,medium,ital_cpcllo,large,five_cheese,large,southw_ckn,NA,NA,NA,NA
2015-000452,8-Jan-15,13:24:11,45,3,medium,bbq_ckn,small,big_meat,medium,sicilian,NA,NA,NA,NA
2015-000453,8-Jan-15,13:27:14,67.7,4,small,cali_ckn,large,four_cheese,medium,sicilian,large,thai_ckn,NA,NA
2015-000454,8-Jan-15,13:31:40,16.5,1,medium,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000455,8-Jan-15,13:39:14,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000456,8-Jan-15,13:47:53,20.25,1,large,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000457,8-Jan-15,13:59:04,53.5,3,large,cali_ckn,medium,classic_dlx,medium,ckn_alfredo,NA,NA,NA,NA
2015-000458,8-Jan-15,14:00:05,45,3,small,the_greek,medium,spinach_supr,medium,prsc_argla,NA,NA,NA,NA
2015-000459,8-Jan-15,14:14:02,20.75,1,large,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000460,8-Jan-15,14:19:58,28.5,2,medium,ital_supr,small,green_garden,NA,NA,NA,NA,NA,NA
2015-000461,8-Jan-15,14:21:19,27.25,2,small,hawaiian,medium,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000462,8-Jan-15,14:38:41,12,1,small,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000463,8-Jan-15,14:40:28,37.25,2,large,bbq_ckn,medium,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000464,8-Jan-15,14:49:01,37,2,medium,calabrese,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000465,8-Jan-15,14:55:23,12,1,small,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000466,8-Jan-15,15:30:10,45.75,2,x-large,the_greek,large,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000467,8-Jan-15,15:33:13,12.5,1,small,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000468,8-Jan-15,15:36:12,33.2,2,large,pepperoni,large,four_cheese,NA,NA,NA,NA,NA,NA
2015-000469,8-Jan-15,15:37:18,29,2,medium,bbq_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000470,8-Jan-15,15:49:13,12,1,small,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000471,8-Jan-15,16:20:26,12.75,1,small,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000472,8-Jan-15,16:29:50,37.75,2,medium,ital_veggie,large,ital_veggie,NA,NA,NA,NA,NA,NA
2015-000473,8-Jan-15,16:41:27,49.75,3,medium,southw_ckn,large,hawaiian,medium,prsc_argla,NA,NA,NA,NA
2015-000474,8-Jan-15,16:47:48,21.75,2,small,pepperoni,small,green_garden,NA,NA,NA,NA,NA,NA
2015-000475,8-Jan-15,17:15:17,32.75,2,small,big_meat,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000476,8-Jan-15,17:27:56,49.25,3,medium,pepperoni,large,prsc_argla,medium,veggie_veg,NA,NA,NA,NA
2015-000477,8-Jan-15,17:30:04,32,2,medium,mexicana,medium,green_garden,NA,NA,NA,NA,NA,NA
2015-000478,8-Jan-15,17:35:56,33,2,medium,calabrese,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000479,8-Jan-15,17:37:03,59.5,3,large,ital_cpcllo,large,ital_cpcllo,large,five_cheese,NA,NA,NA,NA
2015-000480,8-Jan-15,17:41:31,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000481,8-Jan-15,17:41:37,21.75,2,small,pepperoni,small,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000482,8-Jan-15,17:52:42,49.25,3,large,green_garden,small,spicy_ital,medium,ital_supr,NA,NA,NA,NA
2015-000483,8-Jan-15,17:54:05,60.25,4,large,bbq_ckn,medium,spicy_ital,small,napolitana,small,pep_msh_pep,NA,NA
2015-000484,8-Jan-15,18:02:54,38.2,2,large,four_cheese,large,mexicana,NA,NA,NA,NA,NA,NA
2015-000485,8-Jan-15,18:07:31,16.75,1,medium,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000486,8-Jan-15,18:15:08,12.5,1,small,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000487,8-Jan-15,18:30:16,51,3,small,hawaiian,large,sicilian,large,spinach_fet,NA,NA,NA,NA
2015-000488,8-Jan-15,18:46:02,16,1,medium,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000489,8-Jan-15,18:48:43,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000490,8-Jan-15,18:49:24,44,3,medium,napolitana,small,big_meat,medium,classic_dlx,NA,NA,NA,NA
2015-000491,8-Jan-15,19:01:12,64.5,4,large,pepperoni,large,peppr_salami,small,napolitana,medium,prsc_argla,NA,NA
2015-000492,8-Jan-15,19:06:21,53,3,medium,spinach_fet,medium,sicilian,large,ckn_pesto,NA,NA,NA,NA
2015-000493,8-Jan-15,19:31:47,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000494,8-Jan-15,19:38:40,77.45,4,large,five_cheese,large,four_cheese,large,mexicana,large,southw_ckn,NA,NA
2015-000495,8-Jan-15,19:42:52,36.75,2,medium,ital_supr,large,sicilian,NA,NA,NA,NA,NA,NA
2015-000496,8-Jan-15,19:46:18,29,2,large,hawaiian,small,soppressata,NA,NA,NA,NA,NA,NA
2015-000497,8-Jan-15,19:49:26,12,1,small,veggie_veg,NA,NA,NA,NA,NA,NA,NA,NA
2015-000498,8-Jan-15,20:02:25,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000499,8-Jan-15,21:10:46,60.7,4,medium,mexicana,medium,pep_msh_pep,large,four_cheese,small,calabrese,NA,NA
2015-000500,8-Jan-15,21:46:49,16,1,medium,mediterraneo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000501,8-Jan-15,21:51:31,44,3,small,hawaiian,small,cali_ckn,large,southw_ckn,NA,NA,NA,NA
2015-000502,8-Jan-15,22:26:08,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000503,9-Jan-15,11:16:21,31.5,2,large,pepperoni,medium,sicilian,NA,NA,NA,NA,NA,NA
2015-000504,9-Jan-15,11:48:18,20.5,1,large,the_greek,NA,NA,NA,NA,NA,NA,NA,NA
2015-000505,9-Jan-15,11:55:10,38,2,x-large,the_greek,medium,pepperoni,NA,NA,NA,NA,NA,NA
2015-000506,9-Jan-15,12:02:09,16,1,medium,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000507,9-Jan-15,12:06:03,12.75,1,small,ckn_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000508,9-Jan-15,12:13:32,42,3,small,cali_ckn,medium,pepperoni,medium,cali_ckn,NA,NA,NA,NA
2015-000509,9-Jan-15,12:13:58,20.75,1,large,spicy_ital,NA,NA,NA,NA,NA,NA,NA,NA
2015-000510,9-Jan-15,12:15:03,69.5,4,small,classic_dlx,medium,classic_dlx,large,ital_supr,large,spicy_ital,NA,NA
2015-000511,9-Jan-15,12:18:21,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000512,9-Jan-15,12:19:24,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000513,9-Jan-15,12:22:48,70.7,4,large,pepperoni,medium,ital_veggie,large,four_cheese,large,thai_ckn,NA,NA
2015-000514,9-Jan-15,12:26:47,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000515,9-Jan-15,13:07:37,41,2,large,mediterraneo,large,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-000516,9-Jan-15,13:09:09,40.75,2,large,veggie_veg,large,napolitana,NA,NA,NA,NA,NA,NA
2015-000517,9-Jan-15,13:09:11,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000518,9-Jan-15,13:11:25,45,3,small,big_meat,small,sicilian,large,prsc_argla,NA,NA,NA,NA
2015-000519,9-Jan-15,13:15:20,12.5,1,small,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000520,9-Jan-15,13:22:33,20.75,1,large,spin_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000521,9-Jan-15,13:43:07,12.75,1,small,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000522,9-Jan-15,14:09:33,212.9,13,small,bbq_ckn,small,green_garden,medium,the_greek,large,five_cheese,large,the_greek
2015-000523,9-Jan-15,14:42:14,16.5,1,medium,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000524,9-Jan-15,14:51:35,29,2,medium,thai_ckn,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000525,9-Jan-15,15:08:46,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000526,9-Jan-15,15:10:13,39.25,2,large,cali_ckn,large,five_cheese,NA,NA,NA,NA,NA,NA
2015-000527,9-Jan-15,15:23:37,38.7,2,large,southw_ckn,large,four_cheese,NA,NA,NA,NA,NA,NA
2015-000528,9-Jan-15,15:27:21,16,1,medium,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000529,9-Jan-15,15:31:01,60.25,4,medium,cali_ckn,small,hawaiian,medium,calabrese,medium,cali_ckn,NA,NA
2015-000530,9-Jan-15,15:43:01,37,2,medium,ital_supr,large,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000531,9-Jan-15,15:58:10,33,2,medium,peppr_salami,medium,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000532,9-Jan-15,16:14:28,33.25,2,small,soppressata,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000533,9-Jan-15,16:28:43,64.75,3,large,five_cheese,large,spicy_ital,x-large,the_greek,NA,NA,NA,NA
2015-000534,9-Jan-15,16:43:32,41.5,2,large,prsc_argla,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000535,9-Jan-15,17:08:47,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000536,9-Jan-15,17:18:50,44.4,2,small,brie_carre,large,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000537,9-Jan-15,17:23:52,43.25,3,small,classic_dlx,small,hawaiian,large,ital_supr,NA,NA,NA,NA
2015-000538,9-Jan-15,17:44:04,20.75,1,large,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000539,9-Jan-15,17:51:34,55.5,3,medium,spinach_fet,large,ital_veggie,large,five_cheese,NA,NA,NA,NA
2015-000540,9-Jan-15,17:52:41,20.75,1,large,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000541,9-Jan-15,18:07:47,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000542,9-Jan-15,18:08:06,37.25,2,large,bbq_ckn,medium,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000543,9-Jan-15,18:23:59,52.75,3,medium,mediterraneo,medium,classic_dlx,large,ckn_pesto,NA,NA,NA,NA
2015-000544,9-Jan-15,18:31:04,32.25,2,medium,napolitana,medium,sicilian,NA,NA,NA,NA,NA,NA
2015-000545,9-Jan-15,18:46:28,66.5,4,large,pepperoni,large,soppressata,large,peppr_salami,small,pepperoni,NA,NA
2015-000546,9-Jan-15,18:47:27,12,1,small,green_garden,NA,NA,NA,NA,NA,NA,NA,NA
2015-000547,9-Jan-15,18:49:23,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000548,9-Jan-15,19:06:09,16.5,1,large,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000549,9-Jan-15,19:06:34,32.75,2,small,big_meat,large,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000550,9-Jan-15,19:12:59,32,2,medium,the_greek,medium,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000551,9-Jan-15,19:26:24,71.2,4,large,thai_ckn,medium,the_greek,medium,soppressata,large,four_cheese,NA,NA
2015-000552,9-Jan-15,19:31:25,49.5,3,large,ital_supr,medium,ckn_alfredo,small,green_garden,NA,NA,NA,NA
2015-000553,9-Jan-15,20:14:47,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000554,9-Jan-15,20:15:51,28.75,2,small,green_garden,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA
2015-000555,9-Jan-15,20:18:25,23.25,2,small,bbq_ckn,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000556,9-Jan-15,20:23:12,43.45,2,large,four_cheese,x-large,the_greek,NA,NA,NA,NA,NA,NA
2015-000557,9-Jan-15,20:30:06,24.75,2,small,spicy_ital,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000558,9-Jan-15,20:51:10,13.25,1,medium,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000559,9-Jan-15,21:10:16,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000560,9-Jan-15,21:13:48,32.5,2,medium,green_garden,medium,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000561,9-Jan-15,21:47:56,12.5,1,small,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000562,9-Jan-15,22:04:05,16.75,1,medium,ckn_alfredo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000563,9-Jan-15,22:19:03,32.25,2,small,veggie_veg,large,mexicana,NA,NA,NA,NA,NA,NA
2015-000564,9-Jan-15,22:32:32,45.25,3,large,spinach_supr,small,mediterraneo,medium,pepperoni,NA,NA,NA,NA
2015-000565,10-Jan-15,12:11:19,12.75,1,small,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000566,10-Jan-15,12:21:19,20.75,1,large,spinach_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000567,10-Jan-15,12:27:47,184.25,11,large,five_cheese,large,five_cheese,large,bbq_ckn,medium,spinach_supr,medium,sicilian
2015-000568,10-Jan-15,12:28:53,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000569,10-Jan-15,12:37:10,41.5,3,small,classic_dlx,small,bbq_ckn,medium,ckn_alfredo,NA,NA,NA,NA
2015-000570,10-Jan-15,13:13:59,36.75,2,medium,green_garden,large,southw_ckn,NA,NA,NA,NA,NA,NA
2015-000571,10-Jan-15,13:14:47,12,1,small,big_meat,NA,NA,NA,NA,NA,NA,NA,NA
2015-000572,10-Jan-15,13:15:32,16.75,1,medium,southw_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000573,10-Jan-15,13:39:33,34.5,2,large,five_cheese,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000574,10-Jan-15,13:40:54,16.75,1,medium,ital_veggie,NA,NA,NA,NA,NA,NA,NA,NA
2015-000575,10-Jan-15,13:41:04,72.25,4,large,pepperoni,medium,spinach_fet,large,napolitana,large,classic_dlx,NA,NA
2015-000576,10-Jan-15,13:44:22,40.75,3,small,spinach_fet,medium,ckn_alfredo,small,big_meat,NA,NA,NA,NA
2015-000577,10-Jan-15,13:45:00,36.25,2,large,veggie_veg,medium,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000578,10-Jan-15,13:48:49,86.25,5,medium,calabrese,x-large,the_greek,small,bbq_ckn,large,pepperoni,medium,peppr_salami
2015-000579,10-Jan-15,13:51:19,12,1,small,green_garden,NA,NA,NA,NA,NA,NA,NA,NA
2015-000580,10-Jan-15,13:56:01,30,2,medium,southw_ckn,medium,hawaiian,NA,NA,NA,NA,NA,NA
2015-000581,10-Jan-15,14:13:01,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000582,10-Jan-15,14:24:14,20.25,1,large,mediterraneo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000583,10-Jan-15,14:33:19,20.75,1,large,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000584,10-Jan-15,15:05:29,24.75,2,small,soppressata,small,sicilian,NA,NA,NA,NA,NA,NA
2015-000585,10-Jan-15,15:58:42,43.9,2,large,mexicana,small,brie_carre,NA,NA,NA,NA,NA,NA
2015-000586,10-Jan-15,16:09:57,32.75,2,medium,southw_ckn,medium,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-000587,10-Jan-15,16:32:36,33.25,2,large,peppr_salami,small,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000588,10-Jan-15,16:33:36,12.75,1,small,cali_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000589,10-Jan-15,17:12:39,40.5,3,small,ital_supr,medium,mediterraneo,small,veggie_veg,NA,NA,NA,NA
2015-000590,10-Jan-15,17:23:39,18.5,1,large,five_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000591,10-Jan-15,17:32:54,51.45,3,large,four_cheese,small,southw_ckn,large,spin_pesto,NA,NA,NA,NA
2015-000592,10-Jan-15,17:41:55,48,3,large,thai_ckn,small,ital_veggie,medium,pep_msh_pep,NA,NA,NA,NA
2015-000593,10-Jan-15,17:48:57,41.5,2,large,spicy_ital,large,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000594,10-Jan-15,17:50:19,20.25,1,large,calabrese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000595,10-Jan-15,18:12:28,37,2,large,classic_dlx,medium,prsc_argla,NA,NA,NA,NA,NA,NA
2015-000596,10-Jan-15,18:24:07,23.5,2,small,pep_msh_pep,small,soppressata,NA,NA,NA,NA,NA,NA
2015-000597,10-Jan-15,18:32:36,53.75,3,medium,prsc_argla,medium,spicy_ital,large,cali_ckn,NA,NA,NA,NA
2015-000598,10-Jan-15,18:34:14,20.75,1,large,prsc_argla,NA,NA,NA,NA,NA,NA,NA,NA
2015-000599,10-Jan-15,18:34:27,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000600,10-Jan-15,18:53:52,61.95,4,large,four_cheese,medium,mediterraneo,small,classic_dlx,medium,mexicana,NA,NA
2015-000601,10-Jan-15,18:58:19,49.25,3,small,classic_dlx,large,bbq_ckn,medium,spin_pesto,NA,NA,NA,NA
2015-000602,10-Jan-15,19:02:27,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000603,10-Jan-15,19:03:11,16,1,medium,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000604,10-Jan-15,19:13:29,29,2,small,soppressata,medium,spinach_supr,NA,NA,NA,NA,NA,NA
2015-000605,10-Jan-15,19:23:51,38,2,x-large,the_greek,medium,pepperoni,NA,NA,NA,NA,NA,NA
2015-000606,10-Jan-15,19:27:18,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000607,10-Jan-15,19:36:16,54,3,large,spinach_supr,medium,ital_supr,medium,bbq_ckn,NA,NA,NA,NA
2015-000608,10-Jan-15,19:36:33,62.5,4,large,hawaiian,small,thai_ckn,medium,pepperoni,large,thai_ckn,NA,NA
2015-000609,10-Jan-15,19:39:32,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000610,10-Jan-15,19:51:02,27.25,2,large,pepperoni,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000611,10-Jan-15,19:58:10,72.75,4,medium,southw_ckn,small,mexicana,large,five_cheese,x-large,the_greek,NA,NA
2015-000612,10-Jan-15,19:58:15,65.5,4,small,big_meat,large,ital_supr,small,soppressata,large,mexicana,NA,NA
2015-000613,10-Jan-15,20:10:44,12,1,small,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000614,10-Jan-15,20:12:33,20.75,1,large,peppr_salami,NA,NA,NA,NA,NA,NA,NA,NA
2015-000615,10-Jan-15,20:14:03,35.25,2,medium,pep_msh_pep,large,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000616,10-Jan-15,20:20:10,36.75,2,large,prsc_argla,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000617,10-Jan-15,20:27:26,37.5,2,medium,southw_ckn,large,ckn_pesto,NA,NA,NA,NA,NA,NA
2015-000618,10-Jan-15,20:31:14,33,2,medium,prsc_argla,medium,spin_pesto,NA,NA,NA,NA,NA,NA
2015-000619,10-Jan-15,20:41:58,20.5,1,large,ital_cpcllo,NA,NA,NA,NA,NA,NA,NA,NA
2015-000620,10-Jan-15,20:45:45,66,4,medium,cali_ckn,large,bbq_ckn,medium,peppr_salami,small,the_greek,NA,NA
2015-000621,10-Jan-15,20:49:29,75.2,4,medium,calabrese,large,four_cheese,large,mexicana,large,spicy_ital,NA,NA
2015-000622,10-Jan-15,20:57:41,37.25,2,medium,ital_supr,large,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000623,10-Jan-15,21:21:21,37.25,2,large,hawaiian,large,cali_ckn,NA,NA,NA,NA,NA,NA
2015-000624,10-Jan-15,21:22:44,32.75,2,medium,cali_ckn,medium,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000625,10-Jan-15,21:50:23,36.75,2,medium,spinach_supr,large,spinach_fet,NA,NA,NA,NA,NA,NA
2015-000626,10-Jan-15,21:55:12,30.75,2,medium,classic_dlx,medium,four_cheese,NA,NA,NA,NA,NA,NA
2015-000627,10-Jan-15,22:18:35,36.5,2,large,the_greek,medium,the_greek,NA,NA,NA,NA,NA,NA
2015-000628,10-Jan-15,22:47:17,57.25,4,small,veggie_veg,small,the_greek,large,classic_dlx,small,ital_veggie,NA,NA
2015-000629,10-Jan-15,22:48:39,70,4,medium,pep_msh_pep,medium,calabrese,large,five_cheese,large,spin_pesto,NA,NA
2015-000630,11-Jan-15,11:42:08,12.25,1,small,sicilian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000631,11-Jan-15,11:44:36,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000632,11-Jan-15,11:44:52,12,1,small,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000633,11-Jan-15,11:51:45,56.25,3,large,peppr_salami,large,pepperoni,large,mediterraneo,NA,NA,NA,NA
2015-000634,11-Jan-15,12:14:15,15.25,1,large,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000635,11-Jan-15,12:18:31,155.75,11,large,mexicana,small,cali_ckn,small,cali_ckn,small,pepperoni,small,sicilian
2015-000636,11-Jan-15,12:34:44,16,1,medium,classic_dlx,NA,NA,NA,NA,NA,NA,NA,NA
2015-000637,11-Jan-15,12:44:10,36.5,2,medium,veggie_veg,large,the_greek,NA,NA,NA,NA,NA,NA
2015-000638,11-Jan-15,12:49:26,20.25,1,large,mexicana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000639,11-Jan-15,13:23:21,14.5,1,medium,pep_msh_pep,NA,NA,NA,NA,NA,NA,NA,NA
2015-000640,11-Jan-15,13:28:08,45.5,3,large,ckn_pesto,small,napolitana,small,cali_ckn,NA,NA,NA,NA
2015-000641,11-Jan-15,13:37:46,61.75,4,large,southw_ckn,medium,pepperoni,small,spinach_fet,medium,spin_pesto,NA,NA
2015-000642,11-Jan-15,13:40:00,78.5,4,large,ital_supr,medium,calabrese,large,soppressata,large,cali_ckn,NA,NA
2015-000643,11-Jan-15,13:43:19,16,1,medium,spinach_fet,NA,NA,NA,NA,NA,NA,NA,NA
2015-000644,11-Jan-15,13:52:52,37.25,2,large,ital_supr,medium,peppr_salami,NA,NA,NA,NA,NA,NA
2015-000645,11-Jan-15,14:03:45,28.75,2,small,big_meat,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000646,11-Jan-15,14:07:26,31.25,2,large,thai_ckn,small,hawaiian,NA,NA,NA,NA,NA,NA
2015-000647,11-Jan-15,14:07:35,10.5,1,small,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000648,11-Jan-15,14:17:17,30.45,2,large,four_cheese,medium,pepperoni,NA,NA,NA,NA,NA,NA
2015-000649,11-Jan-15,14:29:23,54,4,small,sicilian,medium,pepperoni,medium,peppr_salami,small,cali_ckn,NA,NA
2015-000650,11-Jan-15,14:34:05,12.5,1,medium,pepperoni,NA,NA,NA,NA,NA,NA,NA,NA
2015-000651,11-Jan-15,14:49:35,41.5,3,small,bbq_ckn,medium,calabrese,medium,pepperoni,NA,NA,NA,NA
2015-000652,11-Jan-15,16:03:38,54,4,small,prsc_argla,small,ckn_pesto,medium,ckn_alfredo,small,big_meat,NA,NA
2015-000653,11-Jan-15,16:18:23,12.75,1,small,thai_ckn,NA,NA,NA,NA,NA,NA,NA,NA
2015-000654,11-Jan-15,16:34:07,57,3,large,mexicana,medium,spin_pesto,large,sicilian,NA,NA,NA,NA
2015-000655,11-Jan-15,16:43:33,16.5,1,medium,ital_supr,NA,NA,NA,NA,NA,NA,NA,NA
2015-000656,11-Jan-15,16:44:49,41,2,large,thai_ckn,large,veggie_veg,NA,NA,NA,NA,NA,NA
2015-000657,11-Jan-15,16:45:47,32.75,2,medium,bbq_ckn,medium,classic_dlx,NA,NA,NA,NA,NA,NA
2015-000658,11-Jan-15,16:55:24,44.5,3,medium,veggie_veg,small,peppr_salami,medium,napolitana,NA,NA,NA,NA
2015-000659,11-Jan-15,16:56:39,36.75,2,medium,ital_supr,large,sicilian,NA,NA,NA,NA,NA,NA
2015-000660,11-Jan-15,17:09:36,29.25,2,small,bbq_ckn,medium,ital_supr,NA,NA,NA,NA,NA,NA
2015-000661,11-Jan-15,17:18:14,12,1,small,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
2015-000662,11-Jan-15,17:21:49,33.25,2,small,prsc_argla,large,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000663,11-Jan-15,17:29:14,17.95,1,large,four_cheese,NA,NA,NA,NA,NA,NA,NA,NA
2015-000664,11-Jan-15,17:35:14,52.25,3,large,pepperoni,medium,calabrese,large,ital_supr,NA,NA,NA,NA
2015-000665,11-Jan-15,17:42:23,28.75,2,small,mediterraneo,medium,bbq_ckn,NA,NA,NA,NA,NA,NA
2015-000666,11-Jan-15,17:42:25,16.5,1,large,hawaiian,NA,NA,NA,NA,NA,NA,NA,NA
2015-000667,11-Jan-15,18:13:08,21.75,2,small,pepperoni,small,big_meat,NA,NA,NA,NA,NA,NA
2015-000668,11-Jan-15,18:13:12,74,4,medium,ital_supr,medium,spicy_ital,large,peppr_salami,large,mexicana,NA,NA
2015-000669,11-Jan-15,18:40:44,40.75,2,large,ital_cpcllo,large,mexicana,NA,NA,NA,NA,NA,NA
2015-000670,11-Jan-15,18:46:25,28.5,2,medium,soppressata,small,ital_cpcllo,NA,NA,NA,NA,NA,NA
2015-000671,11-Jan-15,19:18:42,12.75,1,small,ckn_pesto,NA,NA,NA,NA,NA,NA,NA,NA
2015-000672,11-Jan-15,19:18:46,36.75,2,medium,green_garden,large,spicy_ital,NA,NA,NA,NA,NA,NA
2015-000673,11-Jan-15,19:28:13,37.5,2,large,soppressata,medium,thai_ckn,NA,NA,NA,NA,NA,NA
2015-000674,11-Jan-15,19:33:05,65.5,4,medium,ckn_pesto,large,mexicana,medium,spinach_fet,small,prsc_argla,NA,NA
2015-000675,11-Jan-15,19:33:19,20.5,1,large,napolitana,NA,NA,NA,NA,NA,NA,NA,NA
